season;episode;speaker;Symptom;Test;Drug;Procedure;Intent;diagnosis_stage;Sarcasm;Emotion;Organ;correct_prediction;model_prediction;text;medical_entities
5;19;House;;;;;açıklama;değerlendirme;0;şüphe;;leptospiroz;;Baziler arter felci lezyonu açıklar ama miyelin hasarını açıklamaz.;"[{""text"": ""baziler arter felci"", ""type"": ""Disease""}, {""text"": ""miyelin hasarı"", ""type"": ""Symptom""}]"
5;19;Kutner;;;;;hipotez;hipotez;0;nötr;;leptospiroz;;Beyin kanaması mı? Bisiklet kazasında travma almış olabilir.;"[{""text"": ""beyin kanaması"", ""type"": ""Disease""}]"
5;19;House;;;;;açıklama;değerlendirme;0;nötr;;leptospiroz;;Beyin kanaması miyelin hasarı yapmaz. Başka bir şey arıyoruz.;"[{""text"": ""beyin kanaması"", ""type"": ""Disease""}, {""text"": ""miyelin hasarı"", ""type"": ""Symptom""}]"
5;19;Foreman;;Test;;Procedure;hipotez;test;0;nötr;;leptospiroz;;Nörosifiliz düşünmeliyiz. Lomber ponksiyon yapıp BOS analizi alalım.;"[{""text"": ""nörosifiliz"", ""type"": ""Disease""}, {""text"": ""lomber ponksiyon"", ""type"": ""Procedure""}, {""text"": ""BOS analizi"", ""type"": ""Test""}]"
5;19;Thirteen;;Test;;;açıklama;test;0;nötr;;leptospiroz;;LP sonuçları geldi. Sifiliz negatif ama protein yüksek. İnflamasyon var.;"[{""text"": ""LP"", ""type"": ""Test""}, {""text"": ""sifiliz"", ""type"": ""Disease""}, {""text"": ""protein"", ""type"": ""Test""}]"
5;19;House;;;;;hipotez;hipotez;0;nötr;;leptospiroz;;Marchiafava-Bignami düşünelim. Alkolik miydi? Korpus kallosum demiyelinizasyonu yapar.;"[{""text"": ""Marchiafava-Bignami"", ""type"": ""Disease""}, {""text"": ""korpus kallosum"", ""type"": ""Anatomy""}, {""text"": ""demiyelinizasyon"", ""type"": ""Disease""}]"
5;19;Kutner;;;Drug;;hipotez;hipotez;0;nötr;;leptospiroz;;Epstein-Barr virüsü nörolojik komplikasyonlara yol açabilir. Antiviral deneyelim.;"[{""text"": ""Epstein-Barr"", ""type"": ""Disease""}, {""text"": ""antiviral"", ""type"": ""Drug""}]"
5;19;House;;;Drug;;açıklama;test;0;kararlı;;leptospiroz;;Asiklovir başlayın. Viral ensefalit ihtimalini kapatalım.;"[{""text"": ""asiklovir"", ""type"": ""Drug""}, {""text"": ""viral ensefalit"", ""type"": ""Disease""}]"
5;19;Thirteen;Symptom;;;;açıklama;değerlendirme;0;endişe;;leptospiroz;;Hastanın gözlerinde ülseratif keratit gelişti. Kornea ülsere oluyor.;"[{""text"": ""ülseratif keratit"", ""type"": ""Symptom""}, {""text"": ""kornea"", ""type"": ""Anatomy""}]"
5;19;Cameron;;Test;;;açıklama;değerlendirme;0;nötr;;leptospiroz;;Polimorflar bulursan suçiçeği düşün. Lenfosit bulursan Behçet olabilir.;"[{""text"": ""polimorflar"", ""type"": ""Test""}, {""text"": ""suçiçeği"", ""type"": ""Disease""}, {""text"": ""lenfosit"", ""type"": ""Test""}, {""text"": ""Behçet"", ""type"": ""Disease""}]"
5;19;Foreman;;;;;hipotez;hipotez;0;şüphe;;leptospiroz;;Rotavirüs enfeksiyonu miyelin hasarını tetikleyebilir. Ama genelde çocuklarda görülür.;"[{""text"": ""rotavirüs"", ""type"": ""Disease""}, {""text"": ""miyelin hasarı"", ""type"": ""Symptom""}]"
5;19;House;Symptom;;;;açıklama;değerlendirme;0;endişe;;leptospiroz;;Nöbet geçirdi. Kilitli kalma sendromunun üstüne nöbet eklendi.;"[{""text"": ""nöbet"", ""type"": ""Symptom""}, {""text"": ""kilitli kalma sendromu"", ""type"": ""Disease""}]"
5;19;Taub;Symptom;;;;açıklama;değerlendirme;0;endişe;;leptospiroz;;Kanlı idrar geldi. Böbrekler de etkileniyor. Sistemik bir süreç bu.;"[{""text"": ""kanlı idrar"", ""type"": ""Symptom""}, {""text"": ""böbrek"", ""type"": ""Anatomy""}]"
5;19;House;Symptom;;;;açıklama;değerlendirme;0;kararlı;;leptospiroz;;Kaşınan ayak karaciğer yetmezliği demektir. Safra tuzları cildin altında birikir.;"[{""text"": ""kaşıntı"", ""type"": ""Symptom""}, {""text"": ""karaciğer yetmezliği"", ""type"": ""Disease""}, {""text"": ""safra tuzları"", ""type"": ""Symptom""}]"
5;19;House;;;;;açıklama;değerlendirme;1;alaycı;;leptospiroz;;Karaciğer su alan bir yolcu gemisi gibidir. Batmaya başlarken enzim yollar. Tamamen battığında SOS kalmaz.;"[{""text"": ""karaciğer"", ""type"": ""Anatomy""}, {""text"": ""karaciğer enzimleri"", ""type"": ""Test""}]"
5;19;Foreman;;Test;;;uyarı;değerlendirme;0;korku;;leptospiroz;;Karaciğer fonksiyon testleri kritik seviyede. AST ve ALT bin üzerinde.;"[{""text"": ""karaciğer fonksiyon testleri"", ""type"": ""Test""}, {""text"": ""AST"", ""type"": ""Test""}, {""text"": ""ALT"", ""type"": ""Test""}]"
5;19;House;;;;Procedure;hipotez;test;0;kararlı;;leptospiroz;;Sklerozan kolanjit olabilir. Safra yollarında fibrozis karaciğeri çökertiyor. Biyopsi yapın.;"[{""text"": ""sklerozan kolanjit"", ""type"": ""Disease""}, {""text"": ""safra yolları"", ""type"": ""Anatomy""}, {""text"": ""biyopsi"", ""type"": ""Procedure""}]"
5;19;Thirteen;;Test;;Procedure;açıklama;test;0;nötr;;leptospiroz;;Biyopsi sonuçları sklerozan kolanjitle uyuşmuyor. Fibrozis yok.;"[{""text"": ""biyopsi"", ""type"": ""Procedure""}, {""text"": ""sklerozan kolanjit"", ""type"": ""Disease""}]"
5;19;Taub;;;;;hipotez;hipotez;0;şaşkın;;leptospiroz;;Metal talaşı buldum. Kadmiyum olabilir. Ağır metal zehirlenmesi her şeyi açıklar.;"[{""text"": ""kadmiyum"", ""type"": ""Drug""}, {""text"": ""ağır metal zehirlenmesi"", ""type"": ""Disease""}]"
5;19;Kutner;;;Drug;Procedure;açıklama;test;0;nötr;;leptospiroz;;Kadmiyum zehirlenmesi için şelasyon tedavisi başlayalım.;"[{""text"": ""şelasyon tedavisi"", ""type"": ""Procedure""}, {""text"": ""kadmiyum"", ""type"": ""Drug""}]"
5;19;House;;;;Procedure;açıklama;değerlendirme;0;öfke;;leptospiroz;;Şelasyon tedavisi işe yaramadı. Kadmiyum değilse ne? Geri dönüp düşünün.;"[{""text"": ""şelasyon tedavisi"", ""type"": ""Procedure""}]"
5;19;Foreman;Symptom;;;Procedure;uyarı;değerlendirme;0;korku;;leptospiroz;;Kardiyak arrest geçirdi. Kardiyoversiyon yapıyoruz.;"[{""text"": ""kardiyak arrest"", ""type"": ""Symptom""}, {""text"": ""kardiyoversiyon"", ""type"": ""Procedure""}]"
5;19;Lee;;;;;açıklama;yok;0;korku;;leptospiroz;;Ölüyorum ve hiç kimse nedenini bulamıyor. Karıma vedamı bile söyleyemiyorum.;"[{""text"": ""kilitli kalma sendromu"", ""type"": ""Disease""}]"
5;19;Molly;;;;;açıklama;yok;0;empati;;leptospiroz;;Kocam bisiklete binmeyi çok severdi. Pil fabrikasında çalışıyor. Lütfen onu kurtarın.;[]
5;19;House;;;;;soru;hipotez;0;şüphe;;leptospiroz;;Pil fabrikası mı? Kadmiyum zaten denendi. Ama başka ne var o fabrikada?;"[{""text"": ""kadmiyum"", ""type"": ""Drug""}]"
5;19;Kutner;;;;;hipotez;hipotez;0;nötr;;leptospiroz;;Fabrikada farelerle temas etmiş olabilir. Leptospiroz düşünmeliyiz.;"[{""text"": ""leptospiroz"", ""type"": ""Disease""}]"
5;19;House;;;;;hipotez;değerlendirme;0;kararlı;;leptospiroz;;Leptospiroz. Fare çişinden bulaşan bir enfeksiyon. Kağıt kesiğinden girmiş olabilir.;"[{""text"": ""leptospiroz"", ""type"": ""Disease""}]"
5;19;Kutner;;;;;açıklama;kesin_tanı;0;kararlı;;leptospiroz;;Leptospiroz enfeksiyonu karaciğerini mahvetti. Toksinler sinir sistemine yayılarak kilitli kalma sendromuna yol açtı.;"[{""text"": ""leptospiroz"", ""type"": ""Disease""}, {""text"": ""karaciğer"", ""type"": ""Anatomy""}, {""text"": ""kilitli kalma sendromu"", ""type"": ""Disease""}]"
5;19;Kutner;;;;;açıklama;kesin_tanı;0;nötr;;leptospiroz;;Kağıt kesğinden ölüyordun. Fare idrarındaki bakteri kesikten kana karıştı.;"[{""text"": ""leptospiroz"", ""type"": ""Disease""}, {""text"": ""bakteri"", ""type"": ""Disease""}]"
5;19;House;;;Drug;;açıklama;kesin_tanı;0;kararlı;;leptospiroz;;Tedavi penisilin G. Enfeksiyonu öldürürüz, karaciğer toparlanır, sinirler iyileşir.;"[{""text"": ""penisilin G"", ""type"": ""Drug""}, {""text"": ""karaciğer"", ""type"": ""Anatomy""}]"
5;19;Foreman;;;Drug;;açıklama;kesin_tanı;0;umut;;leptospiroz;;Penisiline başladık. Ateş düşmeye başladı. Doğru yoldayız.;"[{""text"": ""penisilin"", ""type"": ""Drug""}, {""text"": ""ateş"", ""type"": ""Symptom""}]"
5;19;Thirteen;;Test;;;açıklama;kesin_tanı;0;umut;;leptospiroz;;Karaciğer enzimleri düşmeye başladı. Enfeksiyon kontrol altına alınıyor.;"[{""text"": ""karaciğer enzimleri"", ""type"": ""Test""}]"
5;19;House;;;;;şaka;yok;1;alaycı;;leptospiroz;;Ben de bir hastayım bu arada. Motosiklet kazası. Kolum kırık. Ama kimsenin umurunda değil.;"[{""text"": ""kol kırığı"", ""type"": ""Symptom""}]"
5;19;Wilson;;;;;uyarı;yok;0;endişe;;leptospiroz;;House, sen de tedavi olmalısın. Kolundaki kırık kendiliğinden iyileşmez.;"[{""text"": ""kırık"", ""type"": ""Symptom""}]"
5;19;Taub;;;;Procedure;açıklama;yok;0;umut;;leptospiroz;;BCI cihazını bağladık. Hasta evet ve hayır yanıtları verebiliyor artık.;"[{""text"": ""BCI"", ""type"": ""Procedure""}]"
5;19;Lee;;;;Procedure;açıklama;yok;0;umut;;leptospiroz;;Sonunda sesimi duyabiliyorlar. Bir makine aracılığıyla olsa da konuşabiliyorum.;"[{""text"": ""beyin-bilgisayar arayüzü"", ""type"": ""Procedure""}]"
5;19;House;;;Drug;;açıklama;değerlendirme;0;nötr;;leptospiroz;;Steroid verelim. Sinir hasarını azaltmak için antiinflamatuvar etki lazım.;"[{""text"": ""steroid"", ""type"": ""Drug""}, {""text"": ""sinir hasarı"", ""type"": ""Symptom""}]"
5;19;Foreman;;;;Procedure;açıklama;kesin_tanı;0;nötr;;leptospiroz;;Miyelin rejenerasyonu zaman alacak. Aylarca fizik tedavi gerekebilir.;"[{""text"": ""miyelin rejenerasyonu"", ""type"": ""Symptom""}, {""text"": ""fizik tedavi"", ""type"": ""Procedure""}]"
5;19;House;;;;;şaka;kesin_tanı;1;alaycı;;leptospiroz;;Bir kağıt kesğiyle başlayan enfeksiyon adamı neredeyse öldürüyordu. Tıp güzel bir şey.;"[{""text"": ""leptospiroz"", ""type"": ""Disease""}]"
5;19;Thirteen;;;Drug;;açıklama;kesin_tanı;0;umut;;leptospiroz;;Hasta parmak hareketlerini geri kazanmaya başladı. Penisilin tedavisi işe yarıyor.;"[{""text"": ""penisilin"", ""type"": ""Drug""}]"
5;19;Lee;Symptom;;;;açıklama;kesin_tanı;0;umut;;leptospiroz;;Parmağımı hareket ettirdim. İlk kez haftalar sonra vücudumu hissediyorum.;"[{""text"": ""motor iyileşme"", ""type"": ""Symptom""}]"
5;19;House;;;Drug;;açıklama;kesin_tanı;0;nötr;;leptospiroz;;Leptospiroz tanısı kesinleşti. Penisilin G tedavisiyle karaciğer ve sinir sistemi toparlanıyor.;"[{""text"": ""leptospiroz"", ""type"": ""Disease""}, {""text"": ""penisilin G"", ""type"": ""Drug""}, {""text"": ""karaciğer"", ""type"": ""Anatomy""}, {""text"": ""sinir sistemi"", ""type"": ""Anatomy""}]"
5;19;Molly;;;;;açıklama;yok;0;umut;;leptospiroz;;Kocam parmaklarını hareket ettirdi. Doktorlar umutsuz vakaydı demişti.;[]
5;19;House;;;;;şaka;yok;1;alaycı;;leptospiroz;;Umutsuz vaka diye bir şey yoktur. Sadece tembel doktorlar vardır.;[]
5;20;Taub;akut solunum yetmezliği;;;;açıklama;hipotez;0;nötr;akciğer;viseral leşmanyaz;;Akut solunum yetmezliği olan 54 yaşında kadın.;"[{""text"":""akut solunum yetmezliği"",""type"":""Symptom""}]"
5;20;Taub;;;;;açıklama;hipotez;0;nötr;akciğer;;;Anafilaksisi, akciğer ve soluk borusu lezyonu yok.;"[{""text"":""Anafilaksi"",""type"":""Disease""},{""text"":""soluk borusu lezyonu"",""type"":""Symptom""}]"
5;20;Taub;;;"kokain; amfetamin";;açıklama;hipotez;0;nötr;;;;Kanda kokaine veya amfetamine rastlanmadı.;"[{""text"":""kokain"",""type"":""Drug""},{""text"":""amfetamin"",""type"":""Drug""}]"
5;20;House;epiglot ödemi;;;;açıklama;hipotez;1;nötr;gırtlak;;;Sana epiglot ödemi yapıp hastanın boğulmasına sebep olabilecek otuz tane neden sayabilirim.;"[{""text"":""epiglot ödemi"",""type"":""Symptom""}]"
5;20;Taub;nefes alamama;;;;açıklama;hipotez;0;nötr;akciğer;;;Uyurken nefes alamaması olmuyormuş.;"[{""text"":""nefes alamama"",""type"":""Symptom""}]"
5;20;House;kalp yetmezliği;;;;açıklama;hipotez;0;nötr;kalp;;;Son altı ayını son dönem kalp yetmezliği olan kocasının yanında geçirmiş.;"[{""text"":""kalp yetmezliği"",""type"":""Disease""}]"
5;20;Foreman;akciğer kanseri;;;;açıklama;hipotez;0;nötr;akciğer;;;Ve hastanın bu durumu kocasının bulaşıcı akciğer kanserinden dolayı değil.;"[{""text"":""akciğer kanseri"",""type"":""Disease""}]"
5;20;House;meliodoz;;;;hipotez;hipotez;0;nötr;;;;Oradaki adalarda meliodoz kapmış olabilir.;"[{""text"":""meliodoz"",""type"":""Disease""}]"
5;20;House;bağışıklık sistemi çöküşü;;;;hipotez;hipotez;0;nötr;bağışıklık;;;Kocasına geçip zaten çökkün durumdaki bağışıklık sistemini yok etmiş olabilir.;"[{""text"":""bağışıklık sistemi çöküşü"",""type"":""Disease""}]"
5;20;House;suçiçeği virüsü;;;;hipotez;hipotez;0;nötr;;;;Geriye virüsler kalıyor. Suçiçeği virüsü olabilir.;"[{""text"":""suçiçeği virüsü"",""type"":""Disease""}]"
5;20;House;;;asiklovir;sıvı tedavisi;tedavi;hipotez;0;nötr;;;;Sıvıyla beraber asiklovir tedavisine başlayın.;"[{""text"":""asiklovir"",""type"":""Drug""}]"
5;20;House;;;;;değerlendirme;değerlendirme;0;nötr;;;;Tedavi işe yaradı. Hastanın nefes alışı normale döndü. Şu an taburcu ediliyor.;[]
5;20;House;;EKG;;;test;test;0;nötr;kalp;;;Oksijen düzeyi ve EKG'si normal. Havayolundan da değil.;"[{""text"":""EKG"",""type"":""Test""}]"
5;20;Taub;nabız düzensizliği;;;;açıklama;hipotez;0;nötr;kalp;;;Nabız hızlı ve düzenli. Akciğerlerde sıvı birikimi yok.;"[{""text"":""nabız hızlı"",""type"":""Symptom""},{""text"":""akciğerde sıvı birikimi"",""type"":""Symptom""}]"
5;20;House;poliserözit;;;;hipotez;hipotez;0;nötr;;;;Poliserözit, epiglot ve perikardın çevresindeki zarlarda ödeme yol açıp göğüs ağrısına neden olabilir.;"[{""text"":""poliserözit"",""type"":""Disease""},{""text"":""göğüs ağrısı"",""type"":""Symptom""}]"
5;20;House;;;indometazin;;tedavi;tedavi;0;nötr;;;;Poliserözit durumu açıklar. İndometazin başlayın.;"[{""text"":""İndometazin"",""type"":""Drug""},{""text"":""poliserözit"",""type"":""Disease""}]"
5;20;House;;;;;açıklama;hipotez;0;nötr;;;;İndometazin işe yaramıyor. Hala ağrısı var. Poliserözit ihtimali elendi.;"[{""text"":""İndometazin"",""type"":""Drug""},{""text"":""poliserözit"",""type"":""Disease""}]"
5;20;Taub;prolaktin yüksekliği;hormon testi;;;test;test;0;nötr;;;;Eddie'ye hormon testleri yaptım. Prolaktin seviyesi normalin üstünde.;"[{""text"":""prolaktin yüksekliği"",""type"":""Symptom""},{""text"":""hormon testi"",""type"":""Test""}]"
5;20;House;;;;;hipotez;hipotez;0;nötr;;;;Vücut kimyası stres, korku gibi duygular sayesinde değişebilir. Neden aşk sayesinde de değişmesin?;[]
5;20;House;;;;;açıklama;değerlendirme;0;nötr;;;;Her intiharı yardım çağrısı olarak yorumlamam. Bazen yardım istemezsin.;[]
5;20;House;Wegener hastalığı;;;;değerlendirme;değerlendirme;0;nötr;böbrek;;;Wegener hastalığı değil. Böbrek fonksiyonları normal. Bisinozis değil.;"[{""text"":""Wegener hastalığı"",""type"":""Disease""}]"
5;20;House;kalp kapakçığı daralması;;;;değerlendirme;değerlendirme;0;nötr;kalp;;;Kalp kapakçığı daralması değil. Hiçbir şey uymuyor.;"[{""text"":""kalp kapakçığı daralması"",""type"":""Disease""}]"
5;20;House;hipertrofik kardiyomiyopati;;;;açıklama;teşhis;0;nötr;kalp;hipertrofik kardiyomiyopati;;Hipertrofik kardiyomiyopatin var. Senin kalbin çok zayıf. Seninkiyse çok güçlü.;"[{""text"":""hipertrofik kardiyomiyopati"",""type"":""Disease""}]"
5;20;House;;;;;açıklama;teşhis;0;nötr;kalp;;;Sana kalp krizi geçirtip fazladan olan kaslarını öldüreceğiz.;[]
5;20;House;MS;;;;hipotez;hipotez;0;nötr;sinir;;;MS miyelini azaltıyor, bu da sinir iletimini zorlaştırıyor.;"[{""text"":""MS"",""type"":""Disease""}]"
5;20;House;;MR;;;test;test;0;nötr;sinir;;;Siz ikiniz kadının MR'ını çekin ve MS'i doğrulayın.;"[{""text"":""MR"",""type"":""Test""},{""text"":""MS"",""type"":""Disease""}]"
5;20;House;;EKO;;;test;test;0;nötr;kalp;;;Kocasına EKO yaptın mı? Kalbi hâlâ iflas ediyor. İyileşme geçiciymiş.;"[{""text"":""EKO"",""type"":""Test""}]"
5;20;Taub;dalak yırtılması;;;;değerlendirme;değerlendirme;0;nötr;dalak;;;Dalağının yırtılması MS olmadığını gösteriyor.;"[{""text"":""dalak yırtılması"",""type"":""Symptom""}]"
5;20;House;;;;biyopsi;hipotez;hipotez;0;nötr;eklem;;;Sen dalağı düzelttikten sonra romatoid artirit için biyopsi yapacağım.;"[{""text"":""romatoid artrit"",""type"":""Disease""},{""text"":""biyopsi"",""type"":""Procedure""}]"
5;20;Taub;karaciğer yaraları;;;;değerlendirme;değerlendirme;0;nötr;karaciğer;;;Romatoid artrit değil, karaciğerinde yaralar var. Bu her neyse yayılıyor.;"[{""text"":""romatoid artrit"",""type"":""Disease""},{""text"":""karaciğer yaraları"",""type"":""Symptom""}]"
5;20;House;otoimmün hepatit;;;;hipotez;hipotez;0;nötr;karaciğer;;;Otoimmün hepatit? Tiroitleri normal, hepatit olamaz.;"[{""text"":""otoimmün hepatit"",""type"":""Disease""}]"
5;20;House;amiloidoz;;;;hipotez;hipotez;0;nötr;;;;Amiloidoz olabilir. Amiloid birikmesi organları ve dokuları vurmuş olabilir.;"[{""text"":""amiloidoz"",""type"":""Disease""}]"
5;20;House;alfa-1 antitripsin eksikliği;AAT;;;hipotez;hipotez;0;nötr;;;;Alfa-1 anti-tripsin eksikliği olabilir. AAT protein düzeyine bakın.;"[{""text"":""alfa-1 antitripsin eksikliği"",""type"":""Disease""},{""text"":""AAT"",""type"":""Test""}]"
5;20;House;miyelofibroz;;;;hipotez;hipotez;0;nötr;;;;Miyelofibroz uyuyor ama test sonucu en az 48 saatte çıkar.;"[{""text"":""miyelofibroz"",""type"":""Disease""}]"
5;20;House;;;;karaciğer nakli;hipotez;hipotez;0;nötr;karaciğer;;;Teşhis yok, karaciğer yok. Karaciğer yoksa, hayat da yok.;"[{""text"":""karaciğer nakli"",""type"":""Procedure""}]"
5;20;House;;;;;hipotez;hipotez;0;nötr;karaciğer;;;Canlı birisinden kısmi nakil yapmalıyız. Hasar çok fazla. Karaciğerin tamamına ihtiyacı var.;"[{""text"":""karaciğer nakli"",""type"":""Procedure""}]"
5;20;House;karaciğer yetmezliği;;;;açıklama;teşhis;0;nötr;karaciğer;;;Durumu düzeldi ama karaciğerinin kalan kısmının da işi bitmiş. 24 saat içinde yeni bir karaciğer bulmazsak ölecek.;"[{""text"":""karaciğer yetmezliği"",""type"":""Disease""}]"
5;20;House;viseral leşmanyaz;;antimon;;hipotez;teşhis;0;nötr;;viseral leşmanyaz;;Sadece gittiğini bilmek istiyorum ki böylece viseral leşmanyazın olduğunu anlayalım.;"[{""text"":""viseral leşmanyaz"",""type"":""Disease""}]"
5;20;House;;;antimon;;tedavi;tedavi;0;nötr;;;;Antimon vermeye başlayın. Ve Cuddy ona karaciğer bulsun.;"[{""text"":""antimon"",""type"":""Drug""}]"
5;20;House;kardiyak blastomikoz;;itrakonazol;;açıklama;teşhis;0;nötr;kalp;kardiyak blastomikoz;;Kalp yetmezliğin kardiyak blastomikoz denen bir mantar enfeksiyonundan kaynaklanıyor.;"[{""text"":""kardiyak blastomikoz"",""type"":""Disease""},{""text"":""mantar enfeksiyonu"",""type"":""Disease""}]"
5;20;House;;;itrakonazol;;tedavi;tedavi;0;nötr;;;;Çok nadirdir ve tedavi edilebilir. İtrakonazol kullanmaya başlayacaksın.;"[{""text"":""itrakonazol"",""type"":""Drug""}]"
5;20;House;;;;;açıklama;teşhis;0;nötr;;;;Duygusal durumun katekolamin üretimini artırdı, bu da prolaktin seviyeni artırdı.;"[{""text"":""katekolamin"",""type"":""Drug""},{""text"":""prolaktin"",""type"":""Test""}]"
5;20;House;;;;;açıklama;teşhis;0;nötr;;;;"Akciğerlerinde nodüllerle başladı; ki biri haricinde tüm doktorlar kanser sandı.";[]
5;20;House;LP akyuvar artışı;LP;;;test;test;0;nötr;;;;LP akyuvarların yükseldiğini gösteriyor. Her yerinde enfeksiyon var.;"[{""text"":""LP"",""type"":""Test""}]"
5;20;House;sarkoidoz;;;;hipotez;hipotez;0;nötr;;;;Sarkoidoz dalağa ve karaciğere saldırdı.;"[{""text"":""sarkoidoz"",""type"":""Disease""}]"
5;20;House;skleroderma;;;;hipotez;hipotez;0;nötr;doku;;;Skleroderma dokularda ödem yapmış olabilir. Deride ya da sindirim sisteminde sorun olması gerekirdi.;"[{""text"":""skleroderma"",""type"":""Disease""}]"
5;20;House;Charlotte tedavisi başarısız;;;;değerlendirme;değerlendirme;0;üzgün;;;;Charlotte'un tedavisi işe yaramıyor. Çok geç teşhis koyduk.;[]
5;20;House;metabolik hastalık;;;;hipotez;hipotez;0;nötr;;;;Metabolik hastalık ve asidoz olabilir. Kan pH'sı normal.;"[{""text"":""metabolik hastalık"",""type"":""Disease""},{""text"":""asidoz"",""type"":""Disease""}]"
5;20;House;kalp krizi;;;;açıklama;hipotez;0;nötr;kalp;;;Kalp enzimlerine göre kalp krizi değil.;"[{""text"":""kalp krizi"",""type"":""Disease""}]"
5;20;House;görme problemleri;;;;açıklama;hipotez;0;nötr;göz;;;Görme probleminin olmaması mitokondri hastalığı olmadığını gösteriyor.;"[{""text"":""mitokondri hastalığı"",""type"":""Disease""}]"
5;21;Taub;denge kaybı;vestibüler kalori testi;;;test;hipotez;0;nötr;iç kulak;sporotrikoz;;Denge probleminin boynun aşağısından mı yoksa yukarısından mı kaynaklandığını anlamak için vestibüler kalori testi yapmamız lazım.;"[{""text"":""denge kaybı"",""type"":""Symptom""},{""text"":""vestibüler kalori testi"",""type"":""Test""}]"
5;21;Cameron;;;;;açıklama;hipotez;0;nötr;iç kulak;;;Test hastanın öğle yemeğine mal oldu ama sonucu normal, iç kulak sağlam.;"[{""text"":""iç kulak"",""type"":""Organ""}]"
5;21;Taub;;;;;açıklama;hipotez;0;nötr;;;;Bir haftadır gidip gidip geliyor. Günde yaklaşık birkaç saat.;"[{""text"":""hıçkırık"",""type"":""Symptom""}]"
5;21;House;patolojik hıçkırık;;;;açıklama;hipotez;0;endişeli;;;;Süre ve şiddetine göre büyük ihtimalle patolojik ve bence ciddi bir durum.;"[{""text"":""patolojik hıçkırık"",""type"":""Symptom""}]"
5;21;House;şah damarı tıkanması;"Holter; karotis doppler";;;test;hipotez;0;nötr;beyin;;;Stres de kalpe ve atardamarlara zarar verip şah damarı tıkanmasına ve denge bozukluğuna neden olmuştur. Holter ve karotis doppleri yapın.;"[{""text"":""şah damarı tıkanması"",""type"":""Disease""},{""text"":""Holter"",""type"":""Test""},{""text"":""karotis doppler"",""type"":""Test""}]"
5;21;House;MS;lomber ponksiyon;;;test;hipotez;0;nötr;sinir;;;Multipl skleroz tomografide görünmez ve adı Swenson. İskandinav ırklarında MS yaygındır.;"[{""text"":""MS"",""type"":""Disease""},{""text"":""lomber ponksiyon"",""type"":""Procedure""}]"
5;21;House;;;;;açıklama;hipotez;0;nötr;;;;Kalp veya atardamar sorunu yok ama bir haftadır hıçkırıp duruyormuş.;"[{""text"":""hıçkırık"",""type"":""Symptom""}]"
5;21;House;mediastende hava kaçağı;;;;açıklama;hipotez;0;nötr;akciğer;;;Çıtırdama sesine akciğerlerinden olan hava kaçağı neden olmuş. Mediastene hava kaçağının nedeni uzun süreli hıçkırıkları olabilir.;"[{""text"":""mediastende hava kaçağı"",""type"":""Disease""},{""text"":""hıçkırık"",""type"":""Symptom""}]"
5;21;House;sistemik skleroz;;steroid;;hipotez;hipotez;0;nötr;;;;Progresif sistemik skleroz? Adam sanayi atık bölgelerinde yaşamış. Sistemik skleroz için intravenöz steroid başlayın.;"[{""text"":""sistemik skleroz"",""type"":""Disease""},{""text"":""steroid"",""type"":""Drug""}]"
5;21;House;osteomyelit;"antibiyotik; röntgen";;;hipotez;hipotez;0;nötr;kemik;;;Eğer osteomyelit varsa, enfeksiyon kemik zarına basıyordur. Damardan antibiyotik verin. Osteomyeliti doğrulamak için röntgen çekin.;"[{""text"":""osteomyelit"",""type"":""Disease""},{""text"":""antibiyotik"",""type"":""Drug""},{""text"":""röntgen"",""type"":""Test""}]"
5;21;Cameron;;;;;açıklama;hipotez;0;nötr;kemik;;;Steroidlerle daha da kötüleştirdiğimiz belirtisiz bir enfeksiyon olabilir.;"[{""text"":""enfeksiyon"",""type"":""Disease""}]"
5;21;Cameron;;;;;değerlendirme;değerlendirme;0;nötr;kemik;;;Ayak bileği, tibia ve fibula, hepsi normal görünüyor. İltihaplanma ve osteomyelit belirtisi yok.;"[{""text"":""osteomyelit"",""type"":""Disease""}]"
5;21;Chase;uyluk kemiği kırığı;;;;açıklama;hipotez;0;endişeli;kemik;;;Uyluk kemiği kırılmış. Bu imkansız. Vücuttaki en sert kemiktir.;"[{""text"":""uyluk kemiği kırığı"",""type"":""Symptom""}]"
5;21;House;osteogenez imperfekta;;;;değerlendirme;değerlendirme;0;nötr;kemik;;;"Osteogenez imperfekta? Kırılgan kemikler hıçkırığa yol açmaz; ayrıca göz akında renklenme görürdük.";"[{""text"":""osteogenez imperfekta"",""type"":""Disease""}]"
5;21;House;;;;kemoterapi;tedavi;hipotez;1;nötr;;;;Chase'e kırığı tamir etmesini söyle. Siz ikiniz onu kemoterapi için hazırlayın.;"[{""text"":""kemoterapi"",""type"":""Procedure""}]"
5;21;Cameron;;kemik biyopsisi;;;test;hipotez;0;nötr;kemik;;;Adamı zehirlemeden önce kontrol etmek iyi olur dedim. Sadece çiviyi yerleştirmeden önce kemik biyopsisi almanı istiyorum.;"[{""text"":""biyopsi"",""type"":""Procedure""}]"
5;21;House;;;insülin benzeri büyüme faktörü;;tedavi;hipotez;0;nötr;;;;İnsülin benzeri büyüme faktörü verirsek tümörü büyütürüz. Yeterince büyürse bulabiliriz.;"[{""text"":""insülin benzeri büyüme faktörü"",""type"":""Drug""}]"
